company_name,domain,sector,employee_band,country,hq_city,annual_revenue_band,founded_year,funding_stage,crm_platform,monthly_ad_spend_band,ad_platforms,is_hiring,open_roles
Quayside Industries Ltd,quayside-industries.example,Manufacturing,1-10,UK,Bristol,under £1m,2004,Seed,No CRM,none,[],False,0
Kelvin Couriers Ltd,kelvin-couriers.example,Logistics,11-50,UK,Edinburgh,£1m-£10m,2020,Series A,Pipedrive,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,6
Greystone Clinics Ltd,greystone-clinics.example,Healthcare,11-50,UK,Birmingham,£1m-£10m,2002,Bootstrapped,Spreadsheet,none,[],True,7
Alder Fabrication GmbH,alder-fabrication.example,Manufacturing,11-50,DE,Frankfurt,£1m-£10m,1995,Series B,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Lantern Partners GmbH,lantern-partners.example,Financial services,1000+,DE,Berlin,£250m+,2014,Public,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Keystone Freight Inc,keystone-freight.example,Logistics,11-50,US,San Francisco,£1m-£10m,2007,Seed,HubSpot,£5k-£25k,"[""Microsoft Ads"", ""TikTok Ads""]",True,9
Juniper Associates Inc,juniper-associates.example,Professional services,1-10,US,Chicago,under £1m,2021,Bootstrapped,Spreadsheet,under £5k,"[""Meta Ads""]",False,0
Quayside Retail Inc,quayside-retail.example,Retail,11-50,US,Chicago,£1m-£10m,1998,Series A,HubSpot,under £5k,"[""Google Ads""]",True,3
Tamarind College BV,tamarind-college.example,Education,11-50,NL,Eindhoven,£1m-£10m,1997,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,4
Kestrel Fabrication Inc,kestrel-fabrication.example,Manufacturing,51-200,US,Chicago,£10m-£50m,2006,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Elmstead Wealth Ltd,elmstead-wealth.example,Financial services,11-50,UK,Edinburgh,£1m-£10m,2000,Series A,HubSpot,under £5k,"[""Google Ads""]",True,7
Falcon Accountants SAS,falcon-accountants.example,Professional services,1-10,FR,Lille,under £1m,2024,Bootstrapped,Spreadsheet,none,[],False,0
Keystone Capital SAS,keystone-capital.example,Financial services,1000+,FR,Paris,£250m+,1977,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0
Saltmarsh Systems SAS,saltmarsh-systems.example,Software,51-200,FR,Toulouse,£10m-£50m,2023,Private equity,Pipedrive,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Umber Haulage Ltd,umber-haulage.example,Logistics,51-200,UK,Birmingham,£10m-£50m,2019,Bootstrapped,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",False,0
Westbrook Industries Inc,westbrook-industries.example,Manufacturing,11-50,US,Austin,£1m-£10m,2008,Seed,Spreadsheet,none,[],True,3
Lantern Health Inc,lantern-health.example,Healthcare,11-50,US,San Francisco,£1m-£10m,2017,Series B,HubSpot,under £5k,"[""Microsoft Ads""]",True,6
Juniper Recruitment Inc,juniper-recruitment.example,Professional services,11-50,US,San Francisco,£1m-£10m,2017,Series A,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0
Kingsway Medical Ltd,kingsway-medical.example,Healthcare,1-10,UK,London,under £1m,1998,Seed,HubSpot,none,[],False,0
Rosewood Industries BV,rosewood-industries.example,Manufacturing,1000+,NL,Eindhoven,£250m+,2019,Private equity,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,54
Hawthorn Haulage Inc,hawthorn-haulage.example,Logistics,1-10,US,Boston,£1m-£10m,2013,Seed,HubSpot,under £5k,"[""Microsoft Ads""]",False,0
Nettlefield Outfitters Ltd,nettlefield-outfitters.example,Retail,1-10,UK,Edinburgh,under £1m,1998,Seed,Pipedrive,none,[],False,0
Highgate Cloud Inc,highgate-cloud.example,Software,1000+,US,Boston,£250m+,1982,Public,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Norfolk Engineering SAS,norfolk-engineering.example,Manufacturing,51-200,FR,Paris,£10m-£50m,2007,Bootstrapped,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,10
Bramble Care Inc,bramble-care.example,Healthcare,1-10,US,Boston,under £1m,1997,Seed,HubSpot,none,[],True,2
Cobalt Health GmbH,cobalt-health.example,Healthcare,11-50,DE,Frankfurt,£1m-£10m,2007,Bootstrapped,No CRM,none,[],True,2
Dovecote Industries SAS,dovecote-industries.example,Manufacturing,51-200,FR,Lille,£10m-£50m,2012,Series A,Pipedrive,under £5k,"[""Google Ads""]",True,11
Cedar Haulage GmbH,cedar-haulage.example,Logistics,11-50,DE,Munich,£1m-£10m,2018,Seed,Spreadsheet,under £5k,"[""Meta Ads""]",False,0
Lantern Retail Ltd,lantern-retail.example,Retail,11-50,UK,London,under £1m,2016,Bootstrapped,Spreadsheet,none,[],True,6
Fernhill Academy Inc,fernhill-academy.example,Education,1000+,US,Chicago,£250m+,2005,Public,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",True,49
Bramble Finance Inc,bramble-finance.example,Financial services,201-1000,US,Austin,£50m-£250m,1965,Bootstrapped,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,19
Jasper Market Ltd,jasper-market.example,Retail,1-10,UK,Birmingham,£1m-£10m,2010,Bootstrapped,Pipedrive,under £5k,"[""TikTok Ads""]",True,1
Oakridge Health Inc,oakridge-health.example,Healthcare,11-50,US,Chicago,£1m-£10m,2018,Bootstrapped,HubSpot,none,[],True,2
Ivywood Pharma Ltd,ivywood-pharma.example,Healthcare,1-10,UK,Birmingham,under £1m,2006,Seed,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Silverline Associates Ltd,silverline-associates.example,Professional services,11-50,UK,London,£1m-£10m,1999,Bootstrapped,HubSpot,under £5k,"[""LinkedIn Ads""]",False,0
Ivywood Couriers Inc,ivywood-couriers.example,Logistics,1-10,US,Chicago,under £1m,2006,Bootstrapped,Pipedrive,under £5k,"[""Google Ads""]",False,0
Falcon Industries Inc,falcon-industries.example,Manufacturing,11-50,US,Seattle,£1m-£10m,1998,Bootstrapped,No CRM,£5k-£25k,"[""Microsoft Ads"", ""TikTok Ads""]",True,4
Meridian Outfitters SAS,meridian-outfitters.example,Retail,1000+,FR,Paris,£250m+,1996,Series B,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",False,0
Greystone Cloud GmbH,greystone-cloud.example,Software,51-200,DE,Munich,£10m-£50m,2000,Series A,Pipedrive,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,7
Nimbus Haulage GmbH,nimbus-haulage.example,Logistics,1-10,DE,Hamburg,under £1m,2020,Seed,No CRM,none,[],False,0
Bramble Advisory Ltd,bramble-advisory.example,Professional services,1-10,UK,London,under £1m,1997,Seed,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Ironbridge Engineering SAS,ironbridge-engineering.example,Manufacturing,1000+,FR,Paris,£250m+,2016,Private equity,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",True,47
Meridian Learning Ltd,meridian-learning.example,Education,11-50,UK,Manchester,£1m-£10m,1995,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",False,0
Cobalt Data Ltd,cobalt-data.example,Software,11-50,UK,Leeds,£1m-£10m,2017,Bootstrapped,Salesforce,under £5k,"[""LinkedIn Ads""]",False,0
Cobalt Education SAS,cobalt-education.example,Education,1000+,FR,Lille,£250m+,2001,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,58
Tamarind Shipping Ltd,tamarind-shipping.example,Logistics,1-10,UK,Birmingham,under £1m,2023,Series A,Spreadsheet,under £5k,"[""Meta Ads""]",False,0
Yarrow Insurance GmbH,yarrow-insurance.example,Financial services,11-50,DE,Frankfurt,£1m-£10m,1997,Series A,HubSpot,£5k-£25k,"[""Microsoft Ads"", ""TikTok Ads""]",True,4
Keystone Transport Inc,keystone-transport.example,Logistics,201-1000,US,Chicago,£50m-£250m,1990,Series B,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Moorland Components Ltd,moorland-components.example,Manufacturing,11-50,UK,Birmingham,£1m-£10m,2007,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",False,0
Upland Outfitters Ltd,upland-outfitters.example,Retail,1-10,UK,Bristol,under £1m,2023,Seed,Spreadsheet,none,[],True,1
Upland Consulting Inc,upland-consulting.example,Professional services,1-10,US,Seattle,under £1m,2010,Bootstrapped,Pipedrive,under £5k,"[""Google Ads""]",False,0
Bluebell Labs BV,bluebell-labs.example,Software,1000+,NL,Amsterdam,£250m+,1977,Public,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,59
Norfolk Stores Ltd,norfolk-stores.example,Retail,51-200,UK,Birmingham,£10m-£50m,2002,Series A,HubSpot,under £5k,"[""LinkedIn Ads""]",False,0
Harbour Systems Ltd,harbour-systems.example,Software,11-50,UK,Bristol,£1m-£10m,2000,Seed,Salesforce,none,[],True,4
Ashford Outfitters SAS,ashford-outfitters.example,Retail,11-50,FR,Paris,£1m-£10m,2004,Bootstrapped,No CRM,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Nimbus Stores Inc,nimbus-stores.example,Retail,51-200,US,Austin,£10m-£50m,2005,Private equity,No CRM,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,11
Beacon Haulage BV,beacon-haulage.example,Logistics,51-200,NL,Eindhoven,£10m-£50m,2002,Series A,Spreadsheet,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",True,16
Evergreen Medical SAS,evergreen-medical.example,Healthcare,11-50,FR,Lille,under £1m,2022,Bootstrapped,HubSpot,none,[],False,0
Foxglove Wealth Ltd,foxglove-wealth.example,Financial services,51-200,UK,Bristol,£10m-£50m,1996,Series A,Salesforce,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0
Tamarind Systems Inc,tamarind-systems.example,Software,1-10,US,Boston,under £1m,2019,Bootstrapped,Spreadsheet,under £5k,"[""Meta Ads""]",False,0
Granite Components Ltd,granite-components.example,Manufacturing,1-10,UK,Birmingham,under £1m,1997,Bootstrapped,HubSpot,under £5k,"[""LinkedIn Ads""]",True,1
Nettlefield Health BV,nettlefield-health.example,Healthcare,1-10,NL,Rotterdam,under £1m,2021,Seed,Spreadsheet,none,[],True,2
Falcon Works SAS,falcon-works.example,Manufacturing,1000+,FR,Paris,£50m-£250m,1989,Public,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,64
Bluebell Outfitters SAS,bluebell-outfitters.example,Retail,51-200,FR,Lille,£1m-£10m,2022,Series A,Salesforce,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,9
Marigold Medical Ltd,marigold-medical.example,Healthcare,51-200,UK,Leeds,£10m-£50m,2000,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",True,10
Elmstead Education Inc,elmstead-education.example,Education,51-200,US,Seattle,£10m-£50m,2010,Series B,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Juniper Education GmbH,juniper-education.example,Education,201-1000,DE,Munich,£50m-£250m,2019,Series C+,Salesforce,under £5k,"[""Meta Ads""]",True,24
Beacon Insurance Ltd,beacon-insurance.example,Financial services,1-10,UK,Edinburgh,under £1m,2013,Bootstrapped,HubSpot,under £5k,"[""Microsoft Ads""]",False,0
Pinecrest Legal Ltd,pinecrest-legal.example,Professional services,1-10,UK,Bristol,under £1m,1995,Bootstrapped,HubSpot,none,[],False,0
Valley Dental Ltd,valley-dental.example,Healthcare,1-10,UK,Bristol,under £1m,2019,Bootstrapped,Pipedrive,none,[],False,0
Thornbury Learning GmbH,thornbury-learning.example,Education,11-50,DE,Berlin,£1m-£10m,2022,Seed,No CRM,none,[],True,4
Pennine Dental Ltd,pennine-dental.example,Healthcare,1-10,UK,London,under £1m,2019,Bootstrapped,HubSpot,under £5k,"[""Microsoft Ads""]",False,0
Glenmoor Works Inc,glenmoor-works.example,Manufacturing,1-10,US,New York,under £1m,2014,Seed,No CRM,none,[],False,0
Lindenwood Couriers GmbH,lindenwood-couriers.example,Logistics,11-50,DE,Berlin,£1m-£10m,2005,Seed,Pipedrive,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Lindenwood Tutors Ltd,lindenwood-tutors.example,Education,1-10,UK,London,under £1m,2019,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",True,1
Highgate Systems Ltd,highgate-systems.example,Software,51-200,UK,Edinburgh,£50m-£250m,2001,Bootstrapped,No CRM,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,5
Pinecrest Accountants GmbH,pinecrest-accountants.example,Professional services,1-10,DE,Hamburg,under £1m,1998,Bootstrapped,No CRM,under £5k,"[""Meta Ads""]",False,0
Brightwater Goods Inc,brightwater-goods.example,Retail,1-10,US,Austin,under £1m,1999,Seed,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,4
Thornbury Fabrication Ltd,thornbury-fabrication.example,Manufacturing,1-10,UK,Edinburgh,under £1m,1996,Bootstrapped,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Larkspur Dental Ltd,larkspur-dental.example,Healthcare,201-1000,UK,Birmingham,£50m-£250m,1975,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,19
Alder Industries Ltd,alder-industries.example,Manufacturing,11-50,UK,London,£1m-£10m,2019,Seed,Spreadsheet,under £5k,"[""LinkedIn Ads""]",True,5
Northwind Care Ltd,northwind-care.example,Healthcare,51-200,UK,Leeds,£10m-£50m,2006,Series A,Salesforce,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",False,0
Kelvin Haulage Inc,kelvin-haulage.example,Logistics,1-10,US,New York,£1m-£10m,2006,Seed,No CRM,under £5k,"[""Meta Ads""]",True,2
Yarrow College Inc,yarrow-college.example,Education,11-50,US,Boston,£1m-£10m,2014,Bootstrapped,Salesforce,under £5k,"[""Google Ads""]",False,0
Redwood Systems SAS,redwood-systems.example,Software,201-1000,FR,Toulouse,£50m-£250m,2019,Series B,Pipedrive,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Evergreen Associates BV,evergreen-associates.example,Professional services,11-50,NL,Utrecht,£1m-£10m,2011,Seed,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0
Vantage Learning BV,vantage-learning.example,Education,11-50,NL,Amsterdam,under £1m,2021,Bootstrapped,No CRM,under £5k,"[""Google Ads""]",False,0
Foxglove Transport Ltd,foxglove-transport.example,Logistics,11-50,UK,Birmingham,£10m-£50m,2013,Seed,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0
Riverside Health Inc,riverside-health.example,Healthcare,1-10,US,New York,under £1m,2012,Bootstrapped,No CRM,none,[],True,1
Ashford Transport Inc,ashford-transport.example,Logistics,1-10,US,Boston,under £1m,2012,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",True,2
Meridian Shipping Inc,meridian-shipping.example,Logistics,51-200,US,New York,£10m-£50m,2012,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Aurora Health BV,aurora-health.example,Healthcare,51-200,NL,Amsterdam,£10m-£50m,1995,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Falcon Shipping Ltd,falcon-shipping.example,Logistics,11-50,UK,Manchester,£1m-£10m,1997,Series B,HubSpot,under £5k,"[""Google Ads""]",False,0
Juniper Dental BV,juniper-dental.example,Healthcare,11-50,NL,Amsterdam,£1m-£10m,2015,Series A,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,6
Ashford Accountants Ltd,ashford-accountants.example,Professional services,1-10,UK,Manchester,under £1m,2006,Bootstrapped,Salesforce,under £5k,"[""Google Ads""]",False,0
Tidewater Tutors Inc,tidewater-tutors.example,Education,1-10,US,Boston,under £1m,2021,Bootstrapped,Pipedrive,none,[],False,0
Dovecote Tutors Inc,dovecote-tutors.example,Education,51-200,US,San Francisco,£10m-£50m,2019,Series C+,HubSpot,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",True,9
Dovecote College Inc,dovecote-college.example,Education,11-50,US,New York,£1m-£10m,2004,Series A,HubSpot,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",True,6
Kestrel Engineering Ltd,kestrel-engineering.example,Manufacturing,1000+,UK,Manchester,£250m+,2013,Private equity,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,58
Alder Legal Inc,alder-legal.example,Professional services,1-10,US,New York,under £1m,2002,Bootstrapped,No CRM,none,[],False,0
Heron Transport Ltd,heron-transport.example,Logistics,51-200,UK,Manchester,£10m-£50m,2003,Bootstrapped,HubSpot,under £5k,"[""LinkedIn Ads""]",True,10
Keystone Components Inc,keystone-components.example,Manufacturing,1-10,US,San Francisco,under £1m,2020,Bootstrapped,Spreadsheet,none,[],False,0
Marigold Consulting SAS,marigold-consulting.example,Professional services,201-1000,FR,Lyon,£50m-£250m,1984,Series B,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",True,25
Stonebridge Partners Ltd,stonebridge-partners.example,Financial services,1-10,UK,London,under £1m,1999,Seed,Spreadsheet,under £5k,"[""Meta Ads""]",False,0
Rosewood Labs Ltd,rosewood-labs.example,Software,1-10,UK,Birmingham,under £1m,2011,Seed,Spreadsheet,none,[],False,0
Thornbury Systems Inc,thornbury-systems.example,Software,201-1000,US,San Francisco,£50m-£250m,2005,Series B,Salesforce,under £5k,"[""Google Ads""]",True,25
Yarrow Legal SAS,yarrow-legal.example,Professional services,1000+,FR,Lyon,£250m+,2006,Bootstrapped,No CRM,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,54
Ashford Legal Inc,ashford-legal.example,Professional services,51-200,US,Boston,£10m-£50m,2010,Series B,Pipedrive,none,[],True,5
Marigold Systems GmbH,marigold-systems.example,Software,11-50,DE,Frankfurt,£1m-£10m,2012,Bootstrapped,No CRM,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0
Kestrel Insurance SAS,kestrel-insurance.example,Financial services,1-10,FR,Lille,under £1m,2000,Bootstrapped,Salesforce,under £5k,"[""Google Ads""]",False,0
Moorland Works Inc,moorland-works.example,Manufacturing,11-50,US,Boston,£1m-£10m,2018,Bootstrapped,No CRM,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0
Umber Fabrication Ltd,umber-fabrication.example,Manufacturing,11-50,UK,London,£1m-£10m,2003,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",False,0
Tamarind Care BV,tamarind-care.example,Healthcare,11-50,NL,Rotterdam,£1m-£10m,2019,Series A,Pipedrive,none,[],False,0
Marigold Stores Ltd,marigold-stores.example,Retail,201-1000,UK,Birmingham,£250m+,1967,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,34
Nettlefield Capital Inc,nettlefield-capital.example,Financial services,1-10,US,Austin,under £1m,2003,Seed,Pipedrive,none,[],True,2
Bluebell Care Ltd,bluebell-care.example,Healthcare,1000+,UK,Edinburgh,£250m+,1988,Series B,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0
Glenmoor Data Inc,glenmoor-data.example,Software,11-50,US,Chicago,£1m-£10m,2013,Series A,Salesforce,none,[],False,0
Ivywood Market SAS,ivywood-market.example,Retail,201-1000,FR,Toulouse,£50m-£250m,2014,Series C+,Pipedrive,£5k-£25k,"[""LinkedIn Ads"", ""TikTok Ads""]",True,19
Redwood Care Inc,redwood-care.example,Healthcare,11-50,US,Austin,£1m-£10m,2020,Series A,HubSpot,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",False,0
Larkspur Haulage GmbH,larkspur-haulage.example,Logistics,51-200,DE,Munich,£10m-£50m,2000,Series B,HubSpot,none,[],False,0
Nimbus Fabrication Ltd,nimbus-fabrication.example,Manufacturing,201-1000,UK,London,£50m-£250m,2017,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Quayside Medical Inc,quayside-medical.example,Healthcare,11-50,US,Chicago,£1m-£10m,2015,Seed,Spreadsheet,none,[],False,0
Foxglove Dental SAS,foxglove-dental.example,Healthcare,1-10,FR,Lyon,under £1m,2019,Bootstrapped,Spreadsheet,under £5k,"[""LinkedIn Ads""]",False,0
Alder Training Ltd,alder-training.example,Education,11-50,UK,Edinburgh,£1m-£10m,2002,Bootstrapped,Pipedrive,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0
Dunmore Software Inc,dunmore-software.example,Software,1-10,US,Austin,under £1m,2016,Bootstrapped,HubSpot,none,[],False,0
Saltmarsh Recruitment GmbH,saltmarsh-recruitment.example,Professional services,51-200,DE,Munich,£10m-£50m,1995,Seed,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,8
Fernhill Lending Ltd,fernhill-lending.example,Financial services,11-50,UK,London,£1m-£10m,2003,Series A,HubSpot,under £5k,"[""Google Ads""]",False,0
Yarrow Accountants Ltd,yarrow-accountants.example,Professional services,51-200,UK,Birmingham,£10m-£50m,2003,Series B,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,12
Tamarind Freight Inc,tamarind-freight.example,Logistics,11-50,US,New York,£1m-£10m,2017,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",True,4
Glenmoor Advisory Inc,glenmoor-advisory.example,Professional services,1-10,US,New York,under £1m,2021,Seed,Spreadsheet,none,[],False,0
Driftwood Industries Ltd,driftwood-industries.example,Manufacturing,1-10,UK,Birmingham,under £1m,2005,Seed,Pipedrive,none,[],True,3
Moorland Transport GmbH,moorland-transport.example,Logistics,1-10,DE,Berlin,under £1m,1995,Bootstrapped,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0
Bramble Logistics Inc,bramble-logistics.example,Logistics,51-200,US,New York,£10m-£50m,2004,Bootstrapped,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0
Tamarind Wealth Ltd,tamarind-wealth.example,Financial services,11-50,UK,London,£1m-£10m,1998,Bootstrapped,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""TikTok Ads""]",True,5
Granite Medical SAS,granite-medical.example,Healthcare,11-50,FR,Lyon,£10m-£50m,2017,Bootstrapped,Salesforce,under £5k,"[""Google Ads""]",True,3
Ivywood Transport Ltd,ivywood-transport.example,Logistics,51-200,UK,Edinburgh,£10m-£50m,2024,Private equity,HubSpot,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",False,0
Glenmoor Dental Ltd,glenmoor-dental.example,Healthcare,11-50,UK,London,£1m-£10m,2012,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",True,3
Jasper Data Ltd,jasper-data.example,Software,11-50,UK,London,£1m-£10m,2021,Bootstrapped,No CRM,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",False,0
Tidewater Stores BV,tidewater-stores.example,Retail,11-50,NL,Eindhoven,£1m-£10m,2018,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",False,0
Bluebell Medical Inc,bluebell-medical.example,Healthcare,11-50,US,New York,under £1m,2013,Seed,Spreadsheet,under £5k,"[""Google Ads""]",False,0
Driftwood Associates Inc,driftwood-associates.example,Professional services,201-1000,US,Austin,£50m-£250m,1967,Bootstrapped,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,28
Heron Data Ltd,heron-data.example,Software,1-10,UK,London,under £1m,2020,Bootstrapped,Spreadsheet,under £5k,"[""Microsoft Ads""]",False,0
Nimbus Manufacturing BV,nimbus-manufacturing.example,Manufacturing,51-200,NL,Rotterdam,£10m-£50m,2021,Series A,Pipedrive,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,6
Pinecrest Care Inc,pinecrest-care.example,Healthcare,51-200,US,Boston,£10m-£50m,2024,Seed,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,4
Riverside Learning SAS,riverside-learning.example,Education,11-50,FR,Toulouse,£10m-£50m,2007,Bootstrapped,Pipedrive,under £5k,"[""Meta Ads""]",False,0
Larkspur Advisory BV,larkspur-advisory.example,Professional services,1000+,NL,Rotterdam,£250m+,1980,Bootstrapped,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,81
Willow Haulage Inc,willow-haulage.example,Logistics,1-10,US,San Francisco,£1m-£10m,2014,Series A,No CRM,under £5k,"[""Meta Ads""]",True,3
Keystone Haulage Ltd,keystone-haulage.example,Logistics,51-200,UK,London,£10m-£50m,2019,Series A,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,14
Thornbury Tutors Inc,thornbury-tutors.example,Education,51-200,US,Seattle,£1m-£10m,2020,Bootstrapped,Salesforce,under £5k,"[""Meta Ads""]",True,5
Clearwater Tutors GmbH,clearwater-tutors.example,Education,201-1000,DE,Munich,£50m-£250m,2001,Series C+,Pipedrive,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""TikTok Ads""]",True,19
Hawthorn Retail Inc,hawthorn-retail.example,Retail,51-200,US,San Francisco,£10m-£50m,2016,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",False,0
Granite Finance Inc,granite-finance.example,Financial services,201-1000,US,Austin,£50m-£250m,2004,Series C+,No CRM,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0
Ashford Advisory Ltd,ashford-advisory.example,Professional services,11-50,UK,London,£10m-£50m,2009,Bootstrapped,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0
Northwind Retail Inc,northwind-retail.example,Retail,51-200,US,Austin,£10m-£50m,2021,Series B,HubSpot,under £5k,"[""Meta Ads""]",True,15
Driftwood Education Inc,driftwood-education.example,Education,1-10,US,Chicago,under £1m,2019,Seed,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,1
Inkwell Components Ltd,inkwell-components.example,Manufacturing,1-10,UK,Birmingham,under £1m,2018,Seed,Spreadsheet,none,[],False,0
Pinecrest Software Inc,pinecrest-software.example,Software,51-200,US,New York,£10m-£50m,2000,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",False,0
