lead_id,is_real_business,persona,problem_specificity,urgency,brief_fit,reason,status,error,card_hash,brief_hash,prompt_version,model_id
L01777,yes,buyer,specific,this_quarter,strong,"Real company with approved budget, specific problem (attribution), concrete timeline (this quarter), and email domain suggests legitimate business.",ok,,d03ebe0f35932db1613752e542a4183556f7cd3435cabe39086c3107f6e622f4,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01791,unclear,buyer,specific,this_quarter,weak,"Valley Tutors is a tutoring company (B2C/education), not a B2B advertiser. Contract renewal timing is specific but product misfit.",ok,,0b94d80baa5833a6d0706cf3348a49f403c72785d837fa9b81ad3577eee15700,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01797,yes,buyer,boilerplate,none,weak,"Real accounting firm with marketing manager, but submission is generic marketing copy with no specific problem or ad spend mentioned.",ok,,60fc52678ce542e5ef64473376ab3d11753dbf85e41cb7c7fdd52bbf8884cb64,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01808,unclear,buyer,specific,this_quarter,partial,"Specific budget and timeline, but iCloud email and generic company name raise authenticity concerns. Role unclear for decision-making.",ok,,844cdabe00f88686ebf8d9e79cfa3c36767c6e219c2ba9c92f634e352a1b9777,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01813,no,student,vague,none,none,"Educational institution, not a B2B company with paid ads and sales team. No advertising or revenue model fit.",ok,,85d9a66d20ef581acd909e2137f4f6c2755ff3da2420fe4fc03c7cd67c200ab8,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01816,unclear,unclear,vague,none,weak,"No company name, job title, or problem statement provided. Only email domain suggests possible business, but insufficient information to qualify.",ok,,3f2eeef34b2d568b2c6bd7516f873f3aa19cbe61deefda59fc363c42edc3ea6e,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01830,yes,buyer,specific,this_quarter,strong,"Real B2B company, Head of Growth seeking replacement tool with concrete March deadline and user count specified.",ok,,41e0f1ff25342d191d9f061c6bbc30e1aaae21e4f3d7029778f6311ea7f29381,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01836,unclear,unclear,boilerplate,none,weak,Vague French greeting with no actual problem stated. Company name appears fabricated (example domain). No concrete pain point.,ok,,e0ae035e192d3e336b92d21f34d756ee4a6498f9a39ed637098c83f9b7a5e950,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01840,yes,buyer,specific,researching,weak,"Real company with concrete lead quality problem, but charity model with constrained budget doesn't match B2B ad spend profile.",ok,,800f2ba606d3870307581a2407c468fbfc75f82b4ae070911f337383967618bf,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01848,yes,job_seeker,specific,none,none,"Job seeker asking to pass CV to recruiter, not evaluating EMVA for their company.",ok,,5f9ad0d7d3b7879b2773f7f59a26fb1f285aaa1afc1b78c359d4b22ea3136417,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01856,unclear,competitor,specific,this_quarter,none,"Competitor from conversion-value platform seeking demo. No company name, iCloud email, unclear if they buy or just research.",ok,,c225c602bd9c88d231f9989b6d5104650fc0f52fb20c408b50ca7d395e92c969,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01857,unclear,competitor,specific,researching,none,Competitor researching attribution tools for their own product launch. Not a buyer of EMVA.,ok,,24de722f40662230a85966fcaf808d4e569ca3d870a671a9fd4b1972b56205c3,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01858,yes,buyer,specific,researching,strong,"Real company domain, concrete LinkedIn ROI problem. Missing company name and title suggest early-stage inquiry but clear pain point.",ok,,b5991621b0ee9ed8da226e821f5c3a5cef3f733669dc9da51ab9a8ae54f1dd89,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01863,yes,buyer,specific,none,strong,"Real insurance company with concrete attribution problem, £5k/month ad spend, sales process implied. Perfect fit for EMVA's core use case.",ok,,80bbc1298bb9f4774a9919433f6887fabf5acfb039fc187d9f7161764aeef87a,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01873,no,unclear,boilerplate,none,none,"No company name, no job title, hotmail email, and 'hhey there' is not a real problem statement.",ok,,9ed23375a56a97fffb54eff1fa08f80fbef00eb7735d4ab8890afe1cfff1413a,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01877,unclear,buyer,specific,this_quarter,partial,Specific lead scoring pain with SDR team and deadline. Company name unusual; gmail domain raises authenticity concerns.,ok,,41d8e0afb2b72289c59dd2668ad050d0801f9cf979e968b0a627b1250e2c6bb5,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01884,unclear,buyer,specific,now,strong,"Concrete problem (ad conversion tracking), deadline (February), team size (23 marketers). No company name or title provided; email domain suggests real business but unverified.",ok,,1b0d58018753b4879bc1c5bf8919ee58fd1ba20eb4997821c292ea4e893748be,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01887,yes,buyer,vague,none,partial,"Real B2B company with sales role, but problem stated vaguely. No mention of ad spend, CRM, or lead quality tracking specifics.",ok,,20e1352b14277baef5c25933dcd20eb27ff8b5450427803b4c068656dcfda6b0,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01890,yes,job_seeker,vague,none,weak,"Real recruitment firm but explicitly job-seeking (wants to move into ad tech). Problem is generic, not their own pain.",ok,,357ac4ca7edf9c982286c601ff974a5fbb8e42f9aa01c2e1bb6a7558b2d9caba,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01896,unclear,buyer,vague,none,weak,"Real company name but hotmail email, no problem stated, coordinator-level role unlikely decision-maker for ad platform integration.",ok,,88feb2d3e348e5bb6c722dfab2c62bd6d3270fb0082af37f65165e9824330f32,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01897,yes,nonprofit,specific,this_quarter,none,"Nonprofit charity explicitly states donation-dependent funding. EMVA targets B2B companies with paid ad budgets and sales teams, not nonprofits.",ok,,1e541b98565e2bc9266856ae78ee1bbcde2e41b473d6a40674b049a78eff0ffd,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01905,yes,buyer,specific,this_quarter,strong,"Real company with concrete lead scoring need, sales team (6 SDRs), Q1 deadline. Matches buyer profile perfectly.",ok,,7075a606604b08807af8e728262c6aa021edb6563ae2f2cb137c2d44a06fedec,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01914,yes,buyer,specific,researching,strong,Real finance company seeking CRM-to-ads integration. Specific problem matches EMVA's core value. No urgency signal yet.,ok,,87dbe1cfec346cb03063a1cc90326b444c7300bbc8caa65704e10f17d13c9407,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01926,unclear,student,vague,none,none,Student persona with vague problem (pricing structure) unrelated to lead scoring or ad attribution. No indication of paid ads or sales process.,ok,,93b9f9862ddc16ff5704c2ea9b0b6c10cc1964054e83949418053cc6e8c0431d,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01928,unclear,agency_pitching,vague,none,none,"Agency pitching their services to us, not a buyer. No company details. Email domain suggests educational institution, not ad agency.",ok,,efdb0233139da8d1d35cddbe01d77fac269ed427a87b1a39bfbc3b6e77e1a295,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01941,yes,buyer,vague,none,partial,"Real courier company with LinkedIn ad spend problem, but lacks specifics on lead quality, CRM integration, or sales process details.",ok,,29b7a1dc4f59f5fbac17598ce3eb1fe3838c254eb9a0ea343302aabea3eb937f,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01943,yes,buyer,specific,now,strong,Marketing Director at real company with concrete Meta lead quality problem and sales team feedback. Clear fit for lead scoring solution.,ok,,ca7a6dcd46b1dbeebb192f58f3fdaeefd3a33cf8d8e3552c9389ac1ce8feeb39,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01945,unclear,buyer,vague,none,partial,"Real company signals present, but no problem stated. Cannot assess fit without understanding their specific challenge.",ok,,9192f3e89a7a20115829149f84e000eefd5c08b53b3a6deae4b65c8ddb1cf2e9,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01949,unclear,agency_pitching,vague,none,none,"Agency pitching services, not a buyer. They describe a generic problem but are selling to us, not buying.",ok,,43edf11a8d4fc668c9bec6e95a4fa3748fc27fccc4321e2e3edf8e2f5acc84ff,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01957,yes,nonprofit,specific,researching,none,"Nonprofit with grant funding, not paid advertising budget. No B2B sales process or revenue tracking need.",ok,,c8d7d705d7465bdae7738df5eeccd112eb139a8c4029760e482b62e44880121b,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01965,yes,buyer,specific,researching,strong,"Real company domain, specific problem matching EMVA's core value: identifying which campaigns produce best leads.",ok,,7d0c7ac677137d06fe22f741192a7e31fab47771e4627990ec546481c906c739,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01967,yes,buyer,specific,none,strong,VP Marketing at real company with concrete lead quality problem from Meta ads. Clear fit for EMVA's core use case.,ok,,bff4d397eb93e98b816e9ec1d2344545e4b412483164d5d6ebe26b3329088630,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01972,unclear,unclear,vague,none,partial,"French-language lead mentions improving ad lead quality, but no company name, job title, or business domain provided. Cannot verify legitimacy.",ok,,2852990dc5327d1b55c7acfb19b44d57b36736b02049196c43bacd37fb8d590e,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01975,yes,buyer,specific,none,strong,Real B2B company with concrete lead quality problem from ads. Analyst role suggests data-driven org. No urgency signal.,ok,,9bd5c497c7f14482b111d7b5372bee7d3bedae49ff9f7e5cceeaf74b733a9f77,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01978,yes,buyer,vague,none,weak,Manufacturing company unlikely to run B2B paid ads; operations manager not typical buyer; problem stated generically without specifics.,ok,,4af2172227be7fbcf90fdf5e52753af004835f674f46fad7a862ce8e2246faa7,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01986,unclear,competitor,specific,this_quarter,none,"Competitor benchmarking our product to build a rival. Not a buyer, deal-breaker per brief.",ok,,856bc0cdc223b1845631e22b55d33fb52751717608295b81a7a3d7aa52901658,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L01998,yes,vendor,boilerplate,none,none,"Tutoring company pitching generic growth solutions. No paid ads, sales team, or lead scoring need evident.",ok,,1e2707c8a588f45da4935010fe073984c983e026cf75be15bd5c4080a91823ed,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02005,yes,agency_pitching,vague,none,none,"Agency pitching outbound services, not a buyer. Lead quality complaint is vague and unrelated to our conversion scoring product.",ok,,098acd6003e7858bd2eae9b8ff9036052f4d19751f4ac145cf00726cb0ddab6f,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02019,yes,buyer,specific,none,strong,"Real B2B software company with concrete attribution problem: £5k/month ad spend, tracking conversions to revenue. Perfect fit.",ok,,87b4557065eb645d04e4150a0460668120df5d02a165d0b8151c78cd38283c75,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02021,unclear,buyer,vague,none,partial,"Asks only about pricing, not a concrete problem. Company name appears fabricated (example domain). No mention of ads, leads, or attribution challenges.",ok,,336be6a35d2be66c65dd31523293e47deaaff8cc2d813fbe1671f935ce426ae1,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02024,yes,buyer,specific,researching,strong,"Marketing Manager at real company seeking campaign-to-lead attribution, core EMVA use case.",ok,,1763ff916a2beeb63cbeb7937a22ae299db37da75640baf4ece47e11673a3f34,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02031,yes,buyer,specific,this_quarter,none,"Charity seeking tool replacement, not B2B lead scoring. No paid ads or sales process mentioned.",ok,,7614d47dad2f239b238ef6cb24a867d37462355df7d615650e0679bbbcd51468,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02038,unclear,unclear,vague,now,none,"Nonprofit animal rescue seeking 24 seats in 2 weeks. No mention of paid ads, lead generation, or sales attribution—core EMVA use case.",ok,,c7384c42643dc65b7162b4b7112c9f2038dcbbfa0945b2882f1ef8e3a007dc56,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02039,unclear,buyer,specific,this_quarter,partial,"Specific lead scoring problem and Q4 timeline, but no company name, title, or confirmation of paid ads spend.",ok,,2b524942cf2efc14356ee749008065b7878b4eec0e3bf780caee854790a748d0,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02050,unclear,unclear,vague,none,none,"No company name, job title, or concrete problem stated. Only a pricing question with no context about their business or needs.",ok,,288e857bc2ea243ba7883930291291fa6e2ef4e5f619924809930db4f14f2a2a,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02052,yes,student,specific,none,weak,"Real tutoring company with lead quality problem, but student persona and no indication of paid ad spend or sales team.",ok,,63aed593347975a63161e2ea6f56733e544ca24bde99a0fa9685cd86473f9596,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02053,yes,buyer,vague,none,partial,"Real logistics company, right buyer title, but problem statement lacks specificity about lead quality, attribution, or CRM integration.",ok,,4f7f58f0ba00b3a73992caed75513d2ffdaf2d26517e8b12a84943dc2276eda1,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02054,unclear,buyer,specific,now,strong,"Concrete problem matching our ICP: £53k/month ad spend, lead-to-revenue tracking gap. Gmail domain and missing company details create uncertainty about legitimacy.",ok,,2e0c476b51b485ca59240655807db79d8366d9b34b83897051a7a6ab67dc4b39,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02063,yes,buyer,specific,this_quarter,strong,"Real finance company, marketing manager with concrete tracking problem, January deadline, team size suggests real ad spend.",ok,,5ab30cccf015762889afb94b1e63bcb7c3d6864debbbc908990be2f97e57e09a,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02069,no,nonprofit,specific,none,none,"Nonprofit fundraiser, not B2B advertiser. No sales team or CRM-to-ads workflow. Wrong customer profile.",ok,,b2ff00723945c30a65ba0406d79e13bd7661c12e4573d87193b002ac0732efbd,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02081,yes,buyer,specific,none,strong,"Real B2B company with paid ad budget, sales team, and core attribution problem matching EMVA's value proposition.",ok,,47900d550e7b557836e3e07b4718b49213bd2ec14a1829a0fd524e0634ac24b0,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02089,yes,buyer,specific,this_quarter,partial,Real company with contract renewal deadline (September). Missing context on whether they use paid ads or have sales process.,ok,,ba19b6bff55e63676b993db41263845a510cfa60a43e2b7a6afd5c46a57b91c1,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02104,unclear,unclear,boilerplate,none,none,Generic 'about us' text with no specific problem. Gmail domain and vague description suggest unclear legitimacy.,ok,,0fb00f74eda11b40958268a2b61c813c01697d6f6c41db634909f6b6a42e7cab,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02110,unclear,competitor,specific,this_quarter,none,"Competitor benchmarking rival attribution tool. No company details, hotmail email, explicit intent to build competing product.",ok,,f763152e56e6897fbf952417acb47a89b916641d4d54d55f71c4193849e5973d,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02115,unclear,buyer,boilerplate,none,weak,Boilerplate marketing copy with no concrete problem stated. Cannot verify if foxglove-trading actually runs paid ads or has sales process.,ok,,1795440740434db8be85f58ae4437b846330d06f7e286be93a8a72c2286e4995,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02116,unclear,job_seeker,specific,now,none,"Job seeker preparing for interview at another firm, not evaluating for their own company.",ok,,0ba9674a7351b69253b959fd7cc211d9661822d5501cdf928fdeb4b19c01eb9d,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02123,unclear,unclear,specific,none,partial,"Specific problem (campaign quality tracking) but no company name, job title, or business context. Email domain suggests educational institution, not typical B2B advertiser.",ok,,05d11d74981ba20971bfb2f471d4dd982dac4aa65020e175e74a32e5a3b29b1a,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02132,yes,nonprofit,specific,this_quarter,none,"Nonprofit fundraiser, not B2B paid ads buyer. No sales team selling to businesses or ad spend to optimize.",ok,,6bd85984ffa9673a3e678dbab2f6fb0b579f1cf2ba2ee83f903b51426960955b,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02133,unclear,unclear,vague,none,none,"Minimal information provided. No company name, job title, or substantive problem statement. Email domain suggests healthcare, unclear if B2B ads buyer.",ok,,ddbb262ed7a4f818e22ddab4500d5ef1c3ab7ef9c00a9f9339087427642f96cb,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02144,yes,buyer,vague,none,partial,"Legal services firm with ad lead quality problem, but lacks specifics on spend, CRM, or timeline.",ok,,5afedcfba83c26d34ad7a0670a8ce3408affc3063e7ce7b9ed4e21b00a532323,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02151,no,job_seeker,vague,none,none,"Job seeker preparing for interview, not a buyer with real business need or company.",ok,,cbbe02a058d66e5070c5a8698e800ee852217397f0e3a7e5487de157f4260337,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02156,yes,buyer,specific,this_quarter,partial,"Real legal services firm with budget and attribution need, but SEO white-label vendor unlikely to use paid ads for lead gen.",ok,,8c049c653457739f0a1dcbb0fbf812e0d17041c3253952bb98420680988facf9,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02157,unclear,job_seeker,specific,none,none,"Job seeker seeking employment, not a buyer evaluating the product for their organization.",ok,,2e114cd83fdb8352354f2a56df30852290cb80e87ecca53ad99496065cdf5a68,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02162,yes,buyer,specific,researching,strong,"Marketing Manager at real company seeking CRM-to-ads sync, core EMVA use case. Early stage but qualified buyer persona.",ok,,8bf96d0ff4ce2c981a6d4cca37cebc55c5cb397b3436183f1df2112a5f652150,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02163,yes,agency_pitching,vague,none,weak,"Agency pitching resellable products, not a buyer solving their own lead quality problem.",ok,,a71487f45b643438549b0b1fcc58966b036d7a71945316766c019a550e2f2d7c,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02164,unclear,nonprofit,specific,none,none,Nonprofit foundation with no paid ads budget. EMVA targets B2B companies with paid advertising spend and sales teams.,ok,,58f8bf05d09bf6051f50484c5ce79a23d8a85455c53814d295cfe463c6dfdb6c,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02170,unclear,job_seeker,vague,this_quarter,none,"Job seeker in transition, not evaluating for their own company. No evidence of real business or paid ads.",ok,,c8759534430704780f2628b86f0cdd0c4c184f6f5865be7794c41997f5b5c9ed,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02172,unclear,unclear,vague,researching,weak,"Vague CRM-Ads integration interest. No company name, title, or urgency. Email domain suggests logistics, not ad tech buyer.",ok,,b22c35c270e6c0d8cd917aaaab8a17f44d2cfb7cbfe80835d712565132fbad26,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02202,unclear,buyer,vague,none,partial,"CEO with relevant problem but no company name, generic email domain, and vague problem statement raise credibility concerns.",ok,,b6406066ec43e14288a20fb162607a12b4f6f4be5d2ee0f1930d7e191b757d52,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02210,yes,buyer,vague,none,weak,"Healthcare clinic analyst seeking info, but no ad spend or lead quality problem mentioned. Unlikely B2B lead generator.",ok,,54972caa0d3d7fde94d4a9501d1064d111619751fa6d7b0d7592e4d1f2d89c60,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02220,unclear,unclear,specific,none,partial,"Specific problem (campaign quality tracking) matches our product, but no company name, title, or business domain provided. Cannot verify legitimacy.",ok,,129e61940436a78bd8b98c95cb9d832d6ea1e8aa1d2701210896b2aa44ea9874,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02225,yes,nonprofit,specific,researching,none,"Nonprofit housing association, not a commercial B2B business with paid ads and sales team.",ok,,239107c64821be72b6a8d86cd99cfcae33352b0e6ab7199ed5cc7d944cac5ea4,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02239,yes,buyer,vague,now,weak,"Real company seeking pricing for 118 seats, but no mention of paid ads, lead scoring, or attribution—appears to be wrong product fit.",ok,,637e02d56378ab25e61f1dc9b66d6399e8aa0af43818d74bdd5b3be972b27329,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02243,unclear,competitor,specific,none,none,"Competitor from another conversion-value platform seeking product walkthrough, not evaluating for their own business needs.",ok,,35efdc9f3b490d62d8e9a1b97f7ca6aee56b495580ae540bb9bc0fd7bd36b9db,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02257,unclear,unclear,boilerplate,none,none,"Boilerplate pitch language with no concrete problem stated. No mention of ads, leads, or attribution challenges.",ok,,7fefe72e90fb0ea7ea06ffdea94e49e38d28889832514b6660cc91db964db66a,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02266,unclear,buyer,vague,none,partial,"Incomplete submission. Head of Growth at finance company fits buyer profile, but 'interestev' appears truncated—no actual problem stated.",ok,,c3101e9f60fa9586175f704e76c819fc0862d05282339cbacc065ec0fc3cf351,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02269,yes,buyer,vague,none,partial,"Real retail company seeking LinkedIn ROI improvement, but lacks specifics on ad spend, sales process, or CRM integration needs.",ok,,c1b40e1024174d2c7e80f030071e2c2cba646e90d2ed21f905284bbf6d2e52fd,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02271,unclear,unclear,boilerplate,none,none,"Boilerplate marketing copy with no concrete problem. No company name or job title provided. Email domain suggests fabrication, not ad-driven B2B SaaS.",ok,,78b57588e794d75504407fca89223b59e7472f0900ddea67029243a7582dace5,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02298,yes,buyer,boilerplate,none,weak,"Real company with leadership role, but problem statement is generic marketing copy, not a concrete pain point about lead tracking or ad attribution.",ok,,544f169c470c3a9788c98c254a2a130cdbac6cd33d8e67f77c3c86919b36897e,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02300,unclear,unclear,specific,none,partial,"Specific CRM-to-ads problem matches our value prop, but no company name, title, or business email raises credibility concerns.",ok,,582cfef5521bc611ae1555c9f7707f9427e671a633e3a9cf454089351100dc48,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02305,unclear,agency_pitching,vague,this_quarter,none,"Agency pitching outbound services, not a buyer. No mention of paid ads or lead scoring need.",ok,,580b0cfffacd025077993a763d232806d51a72cd8a3d9417ee60254cb3262a82,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02323,yes,vendor,specific,none,none,"Vendor selling contact lists, not a buyer of lead scoring. Wrong persona for our product.",ok,,44e804f11ebada3e6d5752481fc2a992744683c8804c3235c22271709bc43e62,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02324,no,unclear,boilerplate,none,none,"Boilerplate marketing copy, no company name, no job title, gmail email. Not a real business inquiry.",ok,,46f10da5932f2cf7e46a9ba784d871f474846b2022f3f9fc2f678f45658c5f99,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02325,unclear,buyer,vague,none,weak,"Minimal information provided. Company name and title suggest legitimacy, but no actual problem stated or ad spend mentioned.",ok,,e3a98d3cfa64d022591618644d31d9b8b23c73844b5a5b929cb900432fca5a27,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02328,unclear,buyer,specific,none,partial,"Sales rep with concrete Meta lead quality problem, but no company name and iCloud email suggest personal account, not business.",ok,,26be5768fc5af3a026a3469d10fe8eeae12ab68a82135da1d7bffa18b2fc3b1d,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02332,unclear,vendor,specific,now,none,"Vendor selling services, not a buyer. Courier company unlikely to run paid ads for B2B lead generation.",ok,,f64bbded43e4178bc718205dd8b31a4207307eb70faf9e3e9dc8d69ab15cae77,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02342,unclear,unclear,vague,none,weak,"No company name, job title, or problem details. Generic request. Dental domain suggests real business but insufficient information to qualify.",ok,,637eea6890be8eba29c68f5abe1900d5a1f8f7d6a7cfa859b65cdcecbf1ce5b3,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02344,unclear,unclear,specific,none,partial,"Specific problem (campaign lead quality tracking) but no company name, job title, or business verification. Email domain is generic placeholder.",ok,,677f1b95785e71ee20dd9a77019d8358964f6dac403eb32b4e3454b9d685f7d9,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02350,unclear,competitor,specific,researching,none,Competitor researching our Meta value upload approach. Not a buyer evaluating for their own use.,ok,,c7ab83f17c2ce9fabaf0418c1f172c8ea420487822c1d56a78510972e5c162c2,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02356,unclear,nonprofit,vague,none,none,"Nonprofit fundraiser, not B2B lead generation. No sales team or CRM-to-ads workflow. Wrong buyer profile.",ok,,7e1c41d33900d88d027b238bd101abe0449174788af765df3eda21cffc1bfc0b,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02372,no,student,vague,none,none,"Student at educational institution, not a B2B buyer. No paid advertising or sales process indicated.",ok,,86eae1facb48b2e7766dc24d6f411abf96622f89e8f5e574cbdfdfac120aacc2,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02374,unclear,buyer,vague,none,partial,"Demand Gen Manager at health company suggests buyer persona, but 'want to testt' is incomplete and unclear. No specific problem articulated.",ok,,8e46b5f66a58b84f03e30cabe5a40248f24ee41ea5eda8962359a8884da1430c,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02383,yes,buyer,specific,this_quarter,partial,Real B2B company with sales team and Q2 deadline. Retail focus unclear if they run paid ads for inbound leads.,ok,,a11743ba51a5f9ec3016cfae42924ca05978499546e04235e0aa75263075b25b,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02386,yes,buyer,vague,none,weak,"Dental company with LinkedIn ROI concern, but no B2B lead generation or sales process evident. Likely B2C or service-based.",ok,,1c6b1fb910125f28c4090ca14c5c8d0647074cf080944ee1aa8213a66f69634e,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02388,yes,vendor,boilerplate,none,none,"Recruitment agency pitching generic services. No mention of paid ads, lead scoring, or attribution challenges.",ok,,e6861c1a3cbd6815b968f8471cb194948fa391d012372ba82b45e264e247e47c,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02389,yes,agency_pitching,boilerplate,none,none,"Agency pitching services, not a buyer. Generic company overview with no specific problem or ad spend mentioned.",ok,,7bacfe880400a57d2f6a64cd156fe277855d2e9ac410341e87668c6e8fd4dab6,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
L02402,yes,competitor,specific,this_quarter,none,"Competitor from scoring vendor seeking to understand our approach, not a buyer evaluating for their own organization.",ok,,a3550aa1210d8a8fc374665771696d027fdc72c3f87075f40e1c0a7d86a6ef33,38a38ed6d57fda66,judgments-v1,claude-haiku-4-5-20251001
