company_name,domain,sector,employee_band,country,hq_city,annual_revenue_band,founded_year,funding_stage,crm_platform,monthly_ad_spend_band,ad_platforms,is_hiring,open_roles,emitted_domain,domain_in_companies_csv
Zephyr Capital SAS,zephyr-capital.example,Financial services,11-50,FR,Paris,£1m-£10m,2006,Bootstrapped,HubSpot,under £5k,"[""Meta Ads""]",False,0,zephyr-capital.example,True
Kingsway Dental SAS,kingsway-dental.example,Healthcare,1000+,FR,Lyon,£250m+,1970,Private equity,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,60,kingswaydent-group.example,False
Pebble Health BV,pebble-health.example,Healthcare,51-200,NL,Eindhoven,£10m-£50m,2018,Series B,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,pebble-health.example,True
Alder Labs Ltd,alder-labs.example,Software,11-50,UK,Leeds,£1m-£10m,1995,Bootstrapped,Salesforce,under £5k,"[""TikTok Ads""]",False,0,alder-labs.example,True
Brightwater Market Inc,brightwater-market.example,Retail,11-50,US,San Francisco,£1m-£10m,2011,Seed,No CRM,under £5k,"[""Meta Ads""]",True,3,brightwater-market.example,True
Hawthorn Logistics GmbH,hawthorn-logistics.example,Logistics,1-10,DE,Berlin,under £1m,2023,Seed,No CRM,none,[],False,0,hawthorn-logistics.example,True
Oldfield Insurance BV,oldfield-insurance.example,Financial services,51-200,NL,Utrecht,£10m-£50m,1998,Series B,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0,oldfield-insurance.example,True
Bramble Recruitment SAS,bramble-recruitment.example,Professional services,201-1000,FR,Toulouse,£50m-£250m,2012,Series A,HubSpot,none,[],True,18,bramblerecr-group.example,False
Pinecrest Industries Ltd,pinecrest-industries.example,Manufacturing,1-10,UK,London,under £1m,2022,Bootstrapped,HubSpot,under £5k,"[""LinkedIn Ads""]",False,0,pinecrestindu-group.example,False
Upland Couriers BV,upland-couriers.example,Logistics,51-200,NL,Rotterdam,£10m-£50m,2006,Series A,HubSpot,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0,upland-couriers.example,True
Dovecote Components Inc,dovecote-components.example,Manufacturing,1-10,US,New York,under £1m,2015,Seed,Spreadsheet,under £5k,"[""Google Ads""]",False,0,dovecote-components.example,True
Yarrow Legal Inc,yarrow-legal.example,Professional services,1-10,US,Chicago,under £1m,2005,Seed,HubSpot,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0,yarrow-legal.example,True
Bramble Digital Inc,bramble-digital.example,Software,201-1000,US,Seattle,£50m-£250m,1975,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,16,brambledigi-group.example,False
Cedar Education GmbH,cedar-education.example,Education,11-50,DE,Frankfurt,£1m-£10m,2003,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",True,7,cedareduc-group.example,False
Highgate Market GmbH,highgate-market.example,Retail,1-10,DE,Munich,under £1m,2023,Seed,Spreadsheet,under £5k,"[""LinkedIn Ads""]",True,1,highgate-market.example,True
Zephyr Medical GmbH,zephyr-medical.example,Healthcare,201-1000,DE,Munich,£50m-£250m,1974,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,zephyr-medical.example,True
Stonebridge Tutors SAS,stonebridge-tutors.example,Education,11-50,FR,Toulouse,£1m-£10m,2021,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,4,stonebridge-tutors.example,True
Redwood Logistics Ltd,redwood-logistics.example,Logistics,51-200,UK,Bristol,£50m-£250m,2008,Series A,Pipedrive,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,5,redwood-logistics.example,True
Aurora Training BV,aurora-training.example,Education,201-1000,NL,Utrecht,£50m-£250m,2015,Public,Spreadsheet,£25k-£100k,"[""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0,aurora-training.example,True
Westbrook Health Inc,westbrook-health.example,Healthcare,201-1000,US,Boston,£50m-£250m,1996,Series B,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0,westbrook-health.example,True
Bluebell Goods Inc,bluebell-goods.example,Retail,1-10,US,Boston,under £1m,2019,Bootstrapped,Pipedrive,under £5k,"[""Meta Ads""]",False,0,bluebell-goods.example,True
Silverline Works Ltd,silverline-works.example,Manufacturing,201-1000,UK,Manchester,£50m-£250m,1966,Private equity,HubSpot,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",True,22,silverline-works.example,True
Dovecote Insurance Ltd,dovecote-insurance.example,Financial services,11-50,UK,Bristol,£1m-£10m,2016,Series A,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",True,4,dovecoteinsu-group.example,False
Tamarind Haulage Ltd,tamarind-haulage.example,Logistics,201-1000,UK,Manchester,£50m-£250m,2005,Series C+,Salesforce,under £5k,"[""Microsoft Ads""]",True,19,tamarindhaul-group.example,False
Upland Components SAS,upland-components.example,Manufacturing,11-50,FR,Paris,£10m-£50m,2015,Bootstrapped,HubSpot,none,[],False,0,upland-components.example,True
Kingsway Lending GmbH,kingsway-lending.example,Financial services,201-1000,DE,Hamburg,£50m-£250m,2014,Series C+,HubSpot,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,11,kingsway-lending.example,True
Lindenwood College GmbH,lindenwood-college.example,Education,11-50,DE,Munich,£1m-£10m,2001,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",False,0,lindenwood-college.example,True
Fernhill Manufacturing Inc,fernhill-manufacturing.example,Manufacturing,1-10,US,Boston,under £1m,2013,Bootstrapped,Salesforce,under £5k,"[""Meta Ads""]",True,1,fernhill-manufacturing.example,True
Foxglove Trading SAS,foxglove-trading.example,Retail,1-10,FR,Paris,under £1m,2007,Series A,Salesforce,under £5k,"[""Google Ads""]",False,0,foxglove-trading.example,True
Bramble Finance Ltd,bramble-finance.example,Financial services,1-10,UK,Birmingham,under £1m,2020,Bootstrapped,Salesforce,under £5k,"[""TikTok Ads""]",True,1,bramble-finance.example,True
Valley Digital Inc,valley-digital.example,Software,201-1000,US,San Francisco,£50m-£250m,1989,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,24,valley-digital.example,True
Ivywood Manufacturing Inc,ivywood-manufacturing.example,Manufacturing,201-1000,US,Austin,£50m-£250m,1968,Series A,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Microsoft Ads""]",True,23,ivywood-manufacturing.example,True
Ashford Logistics GmbH,ashford-logistics.example,Logistics,1-10,DE,Frankfurt,under £1m,2013,Bootstrapped,Pipedrive,under £5k,"[""Google Ads""]",False,0,ashford-logistics.example,True
Westbrook Accountants Inc,westbrook-accountants.example,Professional services,11-50,US,New York,£1m-£10m,2001,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,1,westbrook-accountants.example,True
Ashford Software BV,ashford-software.example,Software,51-200,NL,Rotterdam,£10m-£50m,1996,Series B,Pipedrive,under £5k,"[""Microsoft Ads""]",False,0,ashford-software.example,True
Cedar Partners BV,cedar-partners.example,Financial services,1000+,NL,Amsterdam,£250m+,2021,Public,Pipedrive,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""TikTok Ads""]",True,60,cedar-partners.example,True
Elmstead Trading GmbH,elmstead-trading.example,Retail,51-200,DE,Hamburg,£10m-£50m,2004,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0,elmstead-trading.example,True
Heron Health Ltd,heron-health.example,Healthcare,51-200,UK,Edinburgh,£10m-£50m,2024,Series A,HubSpot,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0,heron-health.example,True
Umber Cloud Ltd,umber-cloud.example,Software,51-200,UK,Birmingham,£10m-£50m,2009,Series B,HubSpot,none,[],True,7,umber-cloud.example,True
Saltmarsh Haulage BV,saltmarsh-haulage.example,Logistics,11-50,NL,Rotterdam,£1m-£10m,1999,Seed,Pipedrive,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,saltmarsh-haulage.example,True
Tamarind Digital Inc,tamarind-digital.example,Software,1-10,US,Boston,under £1m,2009,Seed,HubSpot,£5k-£25k,"[""Microsoft Ads"", ""TikTok Ads""]",False,0,tamarinddigi-group.example,False
Pinecrest Haulage Inc,pinecrest-haulage.example,Logistics,11-50,US,Seattle,under £1m,2024,Bootstrapped,Pipedrive,under £5k,"[""TikTok Ads""]",False,0,pinecresthaul-group.example,False
Pinecrest Outfitters Inc,pinecrest-outfitters.example,Retail,1000+,US,Austin,£250m+,1990,Public,Salesforce,none,[],False,0,pinecrestoutf-group.example,False
Upland Health Ltd,upland-health.example,Healthcare,11-50,UK,Edinburgh,under £1m,2020,Bootstrapped,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",True,3,upland-health.example,True
Orchard Trading Inc,orchard-trading.example,Retail,1-10,US,New York,under £1m,2009,Seed,Spreadsheet,none,[],False,0,orchardtrad-group.example,False
Tidewater Market BV,tidewater-market.example,Retail,1-10,NL,Eindhoven,under £1m,1999,Bootstrapped,Spreadsheet,none,[],False,0,tidewater-market.example,True
Willow Recruitment Inc,willow-recruitment.example,Professional services,51-200,US,Chicago,£1m-£10m,1995,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,willow-recruitment.example,True
Pinecrest Partners SAS,pinecrest-partners.example,Financial services,11-50,FR,Lille,£1m-£10m,2014,Seed,No CRM,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0,pinecrest-partners.example,True
Bluebell Pharma Ltd,bluebell-pharma.example,Healthcare,51-200,UK,Manchester,£1m-£10m,2018,Series B,Pipedrive,none,[],False,0,bluebell-pharma.example,True
Dovecote Learning Ltd,dovecote-learning.example,Education,11-50,UK,Bristol,£1m-£10m,2014,Bootstrapped,Pipedrive,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0,dovecotelear-group.example,False
Elmstead Engineering Ltd,elmstead-engineering.example,Manufacturing,201-1000,UK,Edinburgh,£50m-£250m,2004,Series B,Pipedrive,£100k+,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",False,0,elmstead-engineering.example,True
Granite Capital Ltd,granite-capital.example,Financial services,1-10,UK,Edinburgh,under £1m,1999,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,granitecapi-group.example,False
Yarrow Education Inc,yarrow-education.example,Education,11-50,US,New York,£1m-£10m,2009,Series A,No CRM,under £5k,"[""Google Ads""]",False,0,yarrow-education.example,True
Oldfield Medical BV,oldfield-medical.example,Healthcare,1000+,NL,Rotterdam,£250m+,1973,Public,Salesforce,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",True,69,oldfield-medical.example,True
Nettlefield Fabrication Ltd,nettlefield-fabrication.example,Manufacturing,1-10,UK,Bristol,under £1m,2013,Seed,HubSpot,under £5k,"[""TikTok Ads""]",True,1,nettlefield-fabrication.example,True
Stonebridge Shipping SAS,stonebridge-shipping.example,Logistics,11-50,FR,Lille,£1m-£10m,2010,Bootstrapped,Pipedrive,none,[],False,0,stonebridge-shipping.example,True
Nimbus Clinics Inc,nimbus-clinics.example,Healthcare,201-1000,US,New York,£50m-£250m,1988,Bootstrapped,HubSpot,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",True,17,nimbusclin-group.example,False
Vantage Lending SAS,vantage-lending.example,Financial services,1-10,FR,Paris,under £1m,2009,Seed,HubSpot,under £5k,"[""Google Ads""]",False,0,vantage-lending.example,True
Saltmarsh Clinics Inc,saltmarsh-clinics.example,Healthcare,11-50,US,New York,£1m-£10m,2019,Bootstrapped,Spreadsheet,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",True,6,saltmarsh-clinics.example,True
Ivywood Works Ltd,ivywood-works.example,Manufacturing,11-50,UK,Bristol,£1m-£10m,2023,Series A,No CRM,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",True,2,ivywood-works.example,True
Riverside Care Ltd,riverside-care.example,Healthcare,1-10,UK,Leeds,under £1m,2011,Seed,Spreadsheet,none,[],False,0,riverside-care.example,True
Vantage Accountants SAS,vantage-accountants.example,Professional services,51-200,FR,Lyon,£10m-£50m,2023,Seed,Salesforce,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",True,10,vantageacco-group.example,False
Greystone Goods SAS,greystone-goods.example,Retail,201-1000,FR,Toulouse,£50m-£250m,1998,Public,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,19,greystonegood-group.example,False
Brightwater Consulting BV,brightwater-consulting.example,Professional services,51-200,NL,Rotterdam,£50m-£250m,1997,Series B,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0,brightwater-consulting.example,True
Zephyr Insurance GmbH,zephyr-insurance.example,Financial services,11-50,DE,Hamburg,£1m-£10m,2000,Series A,Spreadsheet,under £5k,"[""Google Ads""]",True,4,zephyrinsu-group.example,False
Pebble Logistics GmbH,pebble-logistics.example,Logistics,51-200,DE,Berlin,£10m-£50m,2021,Series A,No CRM,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,pebble-logistics.example,True
Heron Recruitment SAS,heron-recruitment.example,Professional services,1-10,FR,Lille,under £1m,2008,Bootstrapped,Salesforce,none,[],True,2,heron-recruitment.example,True
Northwind Works Ltd,northwind-works.example,Manufacturing,11-50,UK,Leeds,£1m-£10m,2018,Seed,Salesforce,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0,northwind-works.example,True
Evergreen Haulage BV,evergreen-haulage.example,Logistics,201-1000,NL,Utrecht,£50m-£250m,1972,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,evergreenhaul-group.example,False
Beacon Lending Ltd,beacon-lending.example,Financial services,51-200,UK,Bristol,£10m-£50m,1997,Series B,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0,beacon-lending.example,True
Kestrel Stores Ltd,kestrel-stores.example,Retail,51-200,UK,Leeds,£10m-£50m,2006,Series A,Pipedrive,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0,kestrel-stores.example,True
Kingsway Stores Inc,kingsway-stores.example,Retail,1000+,US,Austin,£250m+,1996,Series C+,Salesforce,under £5k,"[""LinkedIn Ads""]",False,0,kingswaystor-group.example,False
Nettlefield Advisory Ltd,nettlefield-advisory.example,Professional services,1-10,UK,Birmingham,under £1m,2012,Bootstrapped,Spreadsheet,under £5k,"[""Google Ads""]",False,0,nettlefield-advisory.example,True
Saltmarsh Dental Inc,saltmarsh-dental.example,Healthcare,201-1000,US,Seattle,£250m+,2003,Private equity,Spreadsheet,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,saltmarsh-dental.example,True
Nimbus Data SAS,nimbus-data.example,Software,51-200,FR,Lyon,£10m-£50m,1998,Series A,No CRM,under £5k,"[""TikTok Ads""]",False,0,nimbus-data.example,True
Alder Logistics SAS,alder-logistics.example,Logistics,51-200,FR,Paris,£10m-£50m,1995,Series A,Salesforce,under £5k,"[""Microsoft Ads""]",False,0,alder-logistics.example,True
Glenmoor Stores Ltd,glenmoor-stores.example,Retail,1-10,UK,Edinburgh,under £1m,2003,Bootstrapped,Pipedrive,none,[],False,0,glenmoor-stores.example,True
Pinecrest Stores SAS,pinecrest-stores.example,Retail,1-10,FR,Paris,under £1m,2020,Bootstrapped,HubSpot,under £5k,"[""Google Ads""]",False,0,pinecreststor-group.example,False
Heron Academy Ltd,heron-academy.example,Education,11-50,UK,Birmingham,£10m-£50m,2018,Bootstrapped,Spreadsheet,none,[],False,0,heron-academy.example,True
Pebble Accountants Ltd,pebble-accountants.example,Professional services,11-50,UK,Bristol,£1m-£10m,1995,Seed,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""TikTok Ads""]",False,0,pebble-accountants.example,True
Zephyr Recruitment Inc,zephyr-recruitment.example,Professional services,11-50,US,Boston,£1m-£10m,2002,Series B,No CRM,under £5k,"[""Microsoft Ads""]",True,2,zephyr-recruitment.example,True
Thornbury Tutors BV,thornbury-tutors.example,Education,51-200,NL,Utrecht,£10m-£50m,2016,Series A,HubSpot,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",True,10,thornburytuto-group.example,False
Ironbridge Software Ltd,ironbridge-software.example,Software,1-10,UK,Birmingham,under £1m,2010,Bootstrapped,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",False,0,ironbridge-software.example,True
Marigold Pharma Inc,marigold-pharma.example,Healthcare,11-50,US,Seattle,£1m-£10m,2018,Seed,HubSpot,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",False,0,marigold-pharma.example,True
Bluebell Consulting BV,bluebell-consulting.example,Professional services,201-1000,NL,Eindhoven,£50m-£250m,1993,Private equity,Spreadsheet,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,14,bluebell-consulting.example,True
Marigold Outfitters BV,marigold-outfitters.example,Retail,201-1000,NL,Rotterdam,£50m-£250m,1992,Bootstrapped,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""TikTok Ads""]",False,0,marigold-outfitters.example,True
Orchard Shipping Ltd,orchard-shipping.example,Logistics,1-10,UK,Edinburgh,under £1m,2016,Seed,HubSpot,none,[],False,0,orchard-shipping.example,True
Lantern Training Inc,lantern-training.example,Education,201-1000,US,San Francisco,£50m-£250m,1968,Series A,Pipedrive,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""TikTok Ads""]",False,0,lantern-training.example,True
Zephyr Training Inc,zephyr-training.example,Education,1-10,US,San Francisco,under £1m,2007,Series A,Spreadsheet,under £5k,"[""Google Ads""]",True,1,zephyr-training.example,True
Falcon Industries Ltd,falcon-industries.example,Manufacturing,1-10,UK,Edinburgh,under £1m,1998,Bootstrapped,HubSpot,£25k-£100k,"[""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",False,0,falconindu-group.example,False
Kelvin Industries GmbH,kelvin-industries.example,Manufacturing,1-10,DE,Hamburg,under £1m,2008,Seed,HubSpot,none,[],False,0,kelvin-industries.example,True
Bramble Medical Ltd,bramble-medical.example,Healthcare,201-1000,UK,Edinburgh,£50m-£250m,2017,Series B,Salesforce,£25k-£100k,"[""Meta Ads"", ""Microsoft Ads"", ""TikTok Ads""]",True,21,bramble-medical.example,True
Beacon Outfitters Ltd,beacon-outfitters.example,Retail,201-1000,UK,London,£250m+,1967,Series B,Spreadsheet,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,21,beaconoutf-group.example,False
Foxglove Market GmbH,foxglove-market.example,Retail,51-200,DE,Berlin,£10m-£50m,1998,Series B,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,9,foxglovemark-group.example,False
Beacon Health Inc,beacon-health.example,Healthcare,11-50,US,Austin,£1m-£10m,2024,Bootstrapped,HubSpot,none,[],True,2,beacon-health.example,True
Saltmarsh Manufacturing Ltd,saltmarsh-manufacturing.example,Manufacturing,201-1000,UK,Edinburgh,£50m-£250m,1997,Series C+,Salesforce,none,[],False,0,saltmarshmanu-group.example,False
Rosewood Outfitters Ltd,rosewood-outfitters.example,Retail,51-200,UK,Manchester,£10m-£50m,2006,Series B,Salesforce,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",True,14,rosewood-outfitters.example,True
Falcon Market Inc,falcon-market.example,Retail,1000+,US,Boston,£250m+,1982,Public,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,falcon-market.example,True
Thornbury Partners GmbH,thornbury-partners.example,Financial services,51-200,DE,Hamburg,£10m-£50m,2018,Series B,HubSpot,under £5k,"[""Microsoft Ads""]",False,0,thornbury-partners.example,True
Greystone Insurance Ltd,greystone-insurance.example,Financial services,11-50,UK,Leeds,£1m-£10m,2009,Series A,HubSpot,under £5k,"[""Google Ads""]",True,4,greystone-insurance.example,True
Hawthorn Fabrication Ltd,hawthorn-fabrication.example,Manufacturing,1000+,UK,Bristol,£250m+,2010,Public,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",True,71,hawthorn-fabrication.example,True
Granite Accountants Ltd,granite-accountants.example,Professional services,1-10,UK,Edinburgh,under £1m,2023,Bootstrapped,HubSpot,none,[],False,0,graniteacco-group.example,False
Harbour Components Ltd,harbour-components.example,Manufacturing,201-1000,UK,Manchester,£50m-£250m,1981,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",False,0,harbourcomp-group.example,False
Meridian Partners Inc,meridian-partners.example,Financial services,201-1000,US,Chicago,£50m-£250m,1982,Bootstrapped,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0,meridian-partners.example,True
Thornbury Outfitters Inc,thornbury-outfitters.example,Retail,201-1000,US,Austin,£50m-£250m,2011,Series B,Salesforce,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,thornburyoutf-group.example,False
Quartz Labs GmbH,quartz-labs.example,Software,1-10,DE,Hamburg,under £1m,1995,Bootstrapped,No CRM,under £5k,"[""TikTok Ads""]",False,0,quartz-labs.example,True
Harbour Market Ltd,harbour-market.example,Retail,11-50,UK,Edinburgh,£1m-£10m,2003,Bootstrapped,Pipedrive,under £5k,"[""Meta Ads""]",False,0,harbour-market.example,True
Granite Wealth Inc,granite-wealth.example,Financial services,201-1000,US,San Francisco,£250m+,2017,Bootstrapped,HubSpot,£5k-£25k,"[""Google Ads"", ""TikTok Ads""]",True,22,graniteweal-group.example,False
Westbrook Stores GmbH,westbrook-stores.example,Retail,201-1000,DE,Berlin,£10m-£50m,2005,Series C+,Salesforce,£5k-£25k,"[""LinkedIn Ads"", ""Microsoft Ads""]",False,0,westbrook-stores.example,True
Cedar Works Inc,cedar-works.example,Manufacturing,1000+,US,San Francisco,£250m+,2005,Public,Salesforce,£25k-£100k,"[""Google Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,61,cedar-works.example,True
Orchard Education BV,orchard-education.example,Education,201-1000,NL,Rotterdam,£50m-£250m,1981,Series B,Salesforce,£5k-£25k,"[""Google Ads"", ""LinkedIn Ads""]",True,23,orchard-education.example,True
Ashford Accountants BV,ashford-accountants.example,Professional services,11-50,NL,Amsterdam,under £1m,2019,Bootstrapped,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,4,ashford-accountants.example,True
Tamarind Academy Inc,tamarind-academy.example,Education,51-200,US,Chicago,£10m-£50m,2012,Series B,No CRM,£5k-£25k,"[""Google Ads"", ""Microsoft Ads""]",False,0,tamarind-academy.example,True
Cobalt College Inc,cobalt-college.example,Education,11-50,US,Seattle,£1m-£10m,2005,Seed,No CRM,under £5k,"[""Meta Ads""]",True,6,cobaltcoll-group.example,False
Meridian Transport Ltd,meridian-transport.example,Logistics,1-10,UK,Manchester,under £1m,2006,Seed,Spreadsheet,none,[],False,0,meridian-transport.example,True
Bluebell Insurance Ltd,bluebell-insurance.example,Financial services,1-10,UK,London,under £1m,2024,Seed,Spreadsheet,under £5k,"[""Meta Ads""]",False,0,bluebellinsu-group.example,False
Lantern Education Ltd,lantern-education.example,Education,11-50,UK,Bristol,£1m-£10m,2017,Series A,Spreadsheet,none,[],False,0,lantern-education.example,True
Pebble Components Inc,pebble-components.example,Manufacturing,51-200,US,San Francisco,£10m-£50m,1998,Bootstrapped,HubSpot,£5k-£25k,"[""Meta Ads"", ""Microsoft Ads""]",False,0,pebble-components.example,True
Northwind Dental Inc,northwind-dental.example,Healthcare,201-1000,US,Chicago,£50m-£250m,2013,Series C+,Salesforce,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,19,northwinddent-group.example,False
Meridian Shipping BV,meridian-shipping.example,Logistics,201-1000,NL,Utrecht,£50m-£250m,1965,Series C+,Salesforce,£5k-£25k,"[""Meta Ads"", ""TikTok Ads""]",False,0,meridian-shipping.example,True
Valley Tutors GmbH,valley-tutors.example,Education,11-50,DE,Hamburg,£1m-£10m,2004,Bootstrapped,Pipedrive,under £5k,"[""TikTok Ads""]",False,0,valley-tutors.example,True
Redwood Pharma Ltd,redwood-pharma.example,Healthcare,51-200,UK,Manchester,£10m-£50m,2018,Private equity,HubSpot,£25k-£100k,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads""]",True,13,redwood-pharma.example,True
Pennine Pharma Ltd,pennine-pharma.example,Healthcare,1-10,UK,Bristol,under £1m,2019,Bootstrapped,Pipedrive,under £5k,"[""Google Ads""]",False,0,pennine-pharma.example,True
Greystone Care BV,greystone-care.example,Healthcare,1000+,NL,Rotterdam,£250m+,1975,Private equity,Salesforce,£100k+,"[""Google Ads"", ""LinkedIn Ads"", ""Meta Ads"", ""Microsoft Ads""]",True,66,greystone-care.example,True
Quayside Data GmbH,quayside-data.example,Software,1-10,DE,Berlin,under £1m,1995,Bootstrapped,HubSpot,none,[],False,0,quaysidedata-group.example,False
Kelvin Capital SAS,kelvin-capital.example,Financial services,1-10,FR,Paris,under £1m,2010,Seed,No CRM,none,[],True,2,kelvin-capital.example,True
Tidewater Legal BV,tidewater-legal.example,Professional services,1-10,NL,Amsterdam,under £1m,2003,Seed,HubSpot,under £5k,"[""LinkedIn Ads""]",True,1,tidewater-legal.example,True
Inkwell Engineering Inc,inkwell-engineering.example,Manufacturing,11-50,US,New York,£1m-£10m,2014,Series B,No CRM,£5k-£25k,"[""LinkedIn Ads"", ""Meta Ads""]",False,0,inkwellengi-group.example,False
Westbrook College Inc,westbrook-college.example,Education,11-50,US,Boston,under £1m,2008,Seed,Spreadsheet,£5k-£25k,"[""Google Ads"", ""Meta Ads""]",False,0,westbrookcoll-group.example,False
Cobalt Wealth GmbH,cobalt-wealth.example,Financial services,11-50,DE,Hamburg,£1m-£10m,2006,Seed,HubSpot,none,[],False,0,cobalt-wealth.example,True
Silverline Freight SAS,silverline-freight.example,Logistics,1-10,FR,Lyon,under £1m,2019,Seed,HubSpot,under £5k,"[""Microsoft Ads""]",False,0,silverline-freight.example,True
Marigold Legal Ltd,marigold-legal.example,Professional services,11-50,UK,Edinburgh,£1m-£10m,2001,Series A,HubSpot,under £5k,"[""Meta Ads""]",True,2,marigold-legal.example,True
Highgate Capital Ltd,highgate-capital.example,Financial services,1-10,UK,Edinburgh,under £1m,2023,Seed,Pipedrive,under £5k,"[""Meta Ads""]",False,0,highgate-capital.example,True
Lindenwood Logistics Ltd,lindenwood-logistics.example,Logistics,1-10,UK,Leeds,under £1m,2004,Bootstrapped,HubSpot,none,[],False,0,lindenwood-logistics.example,True
Kelvin College Ltd,kelvin-college.example,Education,1-10,UK,Edinburgh,£1m-£10m,2002,Series A,Spreadsheet,under £5k,"[""Meta Ads""]",True,5,kelvin-college.example,True
Meridian Wealth GmbH,meridian-wealth.example,Financial services,1-10,DE,Munich,under £1m,2013,Bootstrapped,Spreadsheet,under £5k,"[""Meta Ads""]",False,0,meridian-wealth.example,True
